Entity,Code,Year,"Meat, game | 00001163 || Production | 005510 || tonnes","Meat, horse | 00001097 || Production | 005510 || tonnes","Meat, camel | 00001127 || Production | 005510 || tonnes","Meat, sheep and goat | 00001807 || Production | 005510 || tonnes","Meat, beef and buffalo | 00001806 || Production | 005510 || tonnes","Meat, pig | 00001035 || Production | 005510 || tonnes","Meat, poultry | 00001808 || Production | 005510 || tonnes"
Kuwait,KWT,1994,,,117.25,48759,467,,25300
Kuwait,KWT,1995,,,336,38170.85,602,,25899
Kuwait,KWT,1996,,,343,39142.83,650,,29661
Kuwait,KWT,1997,,,386,38715.38,444,,32818
Kuwait,KWT,1998,,,528,38205.75,519,,36913
Kuwait,KWT,1999,,,290,34750,529,,38988
Kuwait,KWT,2000,,,470,34355,806,,32964
Kuwait,KWT,2001,,,560,31330,465,,32689
Kuwait,KWT,2002,,,675.5,37241.36,722,,37362
Kuwait,KWT,2003,,,910,39337.48,980,,37421
Kuwait,KWT,2004,,,350,43052,479,,32429
Kuwait,KWT,2005,,,210,44770,728,,37821
Kuwait,KWT,2006,,,350,43155,1259,,32376
Kuwait,KWT,2007,,,1225,41601,796,,32740
Kuwait,KWT,2008,,,1050,40104,1488,,37777
Kuwait,KWT,2009,,,2100,38543,1623.75,,48332
Kuwait,KWT,2010,,,2100,37106,2004,,37831
Kuwait,KWT,2011,,,2100,37240,1609,,45482
Kuwait,KWT,2012,,,1223.71,38006,1433,,49128
Kuwait,KWT,2013,,,1170.29,38018,1353,,46216
Kuwait,KWT,2014,,,1631.42,45105.65,1888,,46193
Kuwait,KWT,2015,,,1408.84,46500.83,1882,,53293
Kuwait,KWT,2016,,,1897.27,54690.53,1401,,53297
Kuwait,KWT,2017,,,1524.99,51917.28,2151,,55755
Kuwait,KWT,2018,,,2420,51238.82,2145,,61118
Kuwait,KWT,2019,,,2400,52948.14,2906,,61187
Kuwait,KWT,2020,,,2150,52811.88,2280.41,,62550
Kuwait,KWT,2021,,,2340,53599.68,2238.76,,64600
Kuwait,KWT,2022,,,2582.93,53638.28,2288.63,,60000
Kuwait,KWT,2023,,,2930.54,53533.63,2292.62,,61000
Kyrgyzstan,KGZ,1992,,11000,,70000,87800,35600,22200
Kyrgyzstan,KGZ,1993,,10300,,81600,87800,24800,9300
Kyrgyzstan,KGZ,1994,,12700,,76400,82300,18000,7200
Kyrgyzstan,KGZ,1995,,10200,,54100,84700,27955,2662
Kyrgyzstan,KGZ,1996,,13077,,54200,86377,28726,3010
Kyrgyzstan,KGZ,1997,,18169,,43700,95094,25684,3101
Kyrgyzstan,KGZ,1998,,17914,,44010,94561,30431,3997
Kyrgyzstan,KGZ,1999,,20311,,46638,95113,28641,4504
Kyrgyzstan,KGZ,2000,,23700,,43105,100622,23822,4643
Kyrgyzstan,KGZ,2001,,24800,,43820,100065,25712,4874
Kyrgyzstan,KGZ,2002,,22500,,43578,104768,23049,6202
Kyrgyzstan,KGZ,2003,,26490,,44189,94035,22103,6451
Kyrgyzstan,KGZ,2004,,18138,,44742,94595,25163,4907
Kyrgyzstan,KGZ,2005,,20253,,46374,90850,18663,5381
Kyrgyzstan,KGZ,2006,,19117,,46400,91157,19811,5035
Kyrgyzstan,KGZ,2007,,18947,,47184,90808,20446,5267
Kyrgyzstan,KGZ,2008,,18516,,47257,93345,18971,5820
Kyrgyzstan,KGZ,2009,,18701,,48757,94545,17258,3983
Kyrgyzstan,KGZ,2010,,19011,,50432,97712,16258,4064
Kyrgyzstan,KGZ,2011,,18786,,50126,98685,16335,6113
Kyrgyzstan,KGZ,2012,,21550,,51100,97074,16142,6089
Kyrgyzstan,KGZ,2013,,21800,,51900,98600,16300,6200
Kyrgyzstan,KGZ,2014,,19903,,68974.7,101574,15797,5810.9
Kyrgyzstan,KGZ,2015,,24594.3,,70965.4,99059,15396.6,7997
Kyrgyzstan,KGZ,2016,,23091.7,,72120.43,102689,16369,7896.5
Kyrgyzstan,KGZ,2017,,24769,,73841.74,103626,16375,7639
Kyrgyzstan,KGZ,2018,,23762,,73183.5,108631,16871,8315
Kyrgyzstan,KGZ,2019,,24605,,76326.5,111463,14124,9514
Kyrgyzstan,KGZ,2020,,26274,,76699.73,114466,13042,9499
Kyrgyzstan,KGZ,2021,,27965,,80929.46,113599,10889,11069
Kyrgyzstan,KGZ,2022,,30599,,85019.31,119741,8206,18400
Kyrgyzstan,KGZ,2023,,31100,,85038.03,126600,6900,13900
Land Locked Developing Countries (FAO),,1961,63860,30345,20256,267323.06,600702,77085.39,69958.48
Land Locked Developing Countries (FAO),,1962,63990,25410,22050.74,271343.12,592894.56,79159.32,72565.47
Land Locked Developing Countries (FAO),,1963,68050,27575,21521.36,282653.28,595202.7,83114.98,74997.32
Land Locked Developing Countries (FAO),,1964,68710,30637,22430,286283.56,614674.6,90184.5,78905.14
Land Locked Developing Countries (FAO),,1965,71860,29420,23470,295486.44,652073,94912.03,82708.8
Land Locked Developing Countries (FAO),,1966,74010,31490,23390,311660.12,689414.8,99618.18,89669.21
Land Locked Developing Countries (FAO),,1967,77640,37860,22650,334455.2,697435.56,105667.3,96280.09
Land Locked Developing Countries (FAO),,1968,80140,41273,23070,360368,703329.56,111826.36,99000.09
Land Locked Developing Countries (FAO),,1969,81830,35627,21670,373520.94,712036.7,116629.34,108350.68
Land Locked Developing Countries (FAO),,1970,84930,31802,20790,382408.56,752742.4,120765.27,112978.29
Land Locked Developing Countries (FAO),,1971,86990,29030,20396,382640.75,767068.44,124154.86,115880.75
Land Locked Developing Countries (FAO),,1972,88450,31615,20946,362574.22,805931.75,129772.85,120670.71
Land Locked Developing Countries (FAO),,1973,91490,34223,20842,354471.06,788547.2,134401.36,124042.71
Land Locked Developing Countries (FAO),,1974,94380,35266,22692,383891.25,769529.25,138191.98,128738.04
Land Locked Developing Countries (FAO),,1975,92530,35304,22114,423929.8,780886.4,146082.45,143504.34
Land Locked Developing Countries (FAO),,1976,93740,34094,21925.6,437663.28,851983.7,159627.69,153401.98
Land Locked Developing Countries (FAO),,1977,97420,37697.6,23918,449965.53,916499.25,169562.19,161103.28
Land Locked Developing Countries (FAO),,1978,97800,41066.4,26278.8,492840.72,920157.75,178784.39,159919.5
Land Locked Developing Countries (FAO),,1979,98800,35318.8,23943.6,491146.44,935040.56,187301.27,162001.3
Land Locked Developing Countries (FAO),,1980,100400,32658,25136,502593.3,938352.75,208047.12,167270
Land Locked Developing Countries (FAO),,1981,99700,31117.22,25516,528730.5,964928.94,223528.56,166544.4
Land Locked Developing Countries (FAO),,1982,101600,29781.5,24648.8,540152.75,1005836.8,233562.42,167797.6
Land Locked Developing Countries (FAO),,1983,102100,30524.06,25916,525799.3,1020330,251020.45,171666.2
Land Locked Developing Countries (FAO),,1984,102750,29845.6,25866,483448.4,1068271.8,242939.38,171718.3
Land Locked Developing Countries (FAO),,1985,103550,31674,23720.94,450742.4,1082885.2,245428.1,179810.66
Land Locked Developing Countries (FAO),,1986,104650,32126.5,24009.12,471592.25,1057935.5,255043.4,192248.95
Land Locked Developing Countries (FAO),,1987,107400,31591.88,23877,481860.28,1066598.6,279381.88,196064.16
Land Locked Developing Countries (FAO),,1988,110700,29707.74,22308,499269.2,1120049.8,283902.28,215715.6
Land Locked Developing Countries (FAO),,1989,114050,31725.14,25130.34,531440.44,1185016.8,303228.8,228504.66
Land Locked Developing Countries (FAO),,1990,117371,32888.7,27351.4,553605.44,1279393.9,341323.3,245501.8
Land Locked Developing Countries (FAO),,1991,112059.27,38714.45,31544.47,519960.66,1745360,382058.62,328203.66
Land Locked Developing Countries (FAO),,1992,111745.69,109165.2,39007.71,989454.94,3106304.8,847387.25,633560.8
Land Locked Developing Countries (FAO),,1993,192409.38,99191.99,40350.73,1103888,3280437.5,760972.56,614471.94
Land Locked Developing Countries (FAO),,1994,197436.84,105556.45,34017.35,1078229.8,3247233.8,755005.2,590467.5
Land Locked Developing Countries (FAO),,1995,203956.48,97623.78,36195.08,1029825.75,3203318.2,738590.3,574089.3
Land Locked Developing Countries (FAO),,1996,206442.39,124585.39,39142.47,1019471.7,3319572.5,722730.3,556472.2
Land Locked Developing Countries (FAO),,1997,208244.16,125898.45,40117.05,985735.2,3330620,719829.25,562395.9
Land Locked Developing Countries (FAO),,1998,215012.16,127806.59,40221.47,1037473.9,3385313.8,748976.5,604689.25
Land Locked Developing Countries (FAO),,1999,215801.6,130692.79,42775.17,1053816.2,3414252,800941.3,623855.4
Land Locked Developing Countries (FAO),,2000,220406.95,123048.18,40345.95,1010490.3,3397469,666177.2,633261.25
Land Locked Developing Countries (FAO),,2001,226443.05,118170.93,41147.65,995245.94,3341975.8,717330.4,683788.06
Land Locked Developing Countries (FAO),,2002,231246.28,123483.66,37793.46,993794.2,3476985.2,714741.6,718034.06
Land Locked Developing Countries (FAO),,2003,235963.9,116296.18,39475.85,1016957.8,3520556.2,745706.06,763051.7
Land Locked Developing Countries (FAO),,2004,242406.7,125320.74,39662.35,1083785.8,3621020.8,772739,814647.94
Land Locked Developing Countries (FAO),,2005,246671.45,126816.23,39307.78,1121689.8,3764254.5,773119.56,898160.94
Land Locked Developing Countries (FAO),,2006,247833.44,120630.36,38365.33,1164034,3906841.2,812769.6,939779.1
Land Locked Developing Countries (FAO),,2007,256215.23,119422.59,41848.33,1242976.8,4038342.2,841976.7,993183.94
Land Locked Developing Countries (FAO),,2008,265244.12,129735.99,55431.82,1312838.2,4183516.8,845569.44,1065099.2
Land Locked Developing Countries (FAO),,2009,271897.25,132991.98,48577.69,1443287.5,4298569.5,880850.4,1149649.5
Land Locked Developing Countries (FAO),,2010,279977.1,122366.36,59515.03,1535008.6,4584884,901191.1,1300484.9
Land Locked Developing Countries (FAO),,2011,290470.75,128267.34,57692.88,1590787.5,4662044.5,954887.7,1388237.9
Land Locked Developing Countries (FAO),,2012,304293.16,146525.86,60552.23,1675013.9,4739163.5,1001918.1,1484584.4
Land Locked Developing Countries (FAO),,2013,305958.3,150252.62,60469.86,1743150.4,4942193.5,1029021.56,1561909.4
Land Locked Developing Countries (FAO),,2014,309025.22,151582.81,62315.07,1807438.8,5037801.5,1056736.6,1596614.5
Land Locked Developing Countries (FAO),,2015,318076.47,186246.38,64061.81,1942716.5,5277006,1112147.5,1676372.6
Land Locked Developing Countries (FAO),,2016,316823.44,183993.66,70308.02,1970031.2,5437511.5,1188235.4,1726129.9
Land Locked Developing Countries (FAO),,2017,321947.2,193972.4,73603.45,2075629,5690407.5,1202226.1,1888657.8
Land Locked Developing Countries (FAO),,2018,326662.84,220348.84,82916.92,2157692.8,5978347,1282986.1,1979167.8
Land Locked Developing Countries (FAO),,2019,329328.78,238987.31,90178.86,2242627,5886661,1288748.1,2055176.4
Land Locked Developing Countries (FAO),,2020,329259.94,287322.66,98818.95,2361708,6054722,1220510.5,2188481
Land Locked Developing Countries (FAO),,2021,333181.06,256207.69,97853.14,2255420.8,6147838,1154239.6,2272751.8
Land Locked Developing Countries (FAO),,2022,336633.28,283143.3,101074.11,2348533.8,6280913.5,1189793.2,2366273
Land Locked Developing Countries (FAO),,2023,339874.53,285064.28,95905.36,2375065,6347592.5,1230904.2,2408626
Laos,LAO,1961,,,,63,5875.25,9000,4498.5
Laos,LAO,1962,,,,63,6047.5,9000,5115
Laos,LAO,1963,,,,64.05,6113.9,9000,5092
Laos,LAO,1964,,,,64.05,6340.1,11800,6411.65
Laos,LAO,1965,,,,64.05,6387.82,13400,7067.92
Laos,LAO,1966,,,,64.05,6747.24,14700,8423.76
Laos,LAO,1967,,,,65.38,7865.5,15000,9601.5
Laos,LAO,1968,,,,67.2,6937.75,15000,9943.2
Laos,LAO,1969,,,,70.7,7047.75,14200,9621
Laos,LAO,1970,,,,74.9,7205.5,13800,9147.6
Laos,LAO,1971,,,,73.5,7253.25,13600,8344
Laos,LAO,1972,,,,76.3,7301,12800,6748
Laos,LAO,1973,,,,80.5,7242.8,12000,5224
Laos,LAO,1974,,,,79.8,6516.5,10500,4876
Laos,LAO,1975,,,,73.5,6124.25,9000,4192
Laos,LAO,1976,,,,70,6983.5,11400,3579
Laos,LAO,1977,,,,66.5,6103.5,12400,3576
Laos,LAO,1978,,,,84.84,7369.45,10400,3834.5
Laos,LAO,1979,,,,72.8,8604.74,12400,4049
Laos,LAO,1980,,,,105,9930.5,16600,4062
Laos,LAO,1981,,,,112,10424.45,18000,4782.5
Laos,LAO,1982,,,,126,10646.5,18400,4999.5
Laos,LAO,1983,,,,140,11059.5,19500,5742.5
Laos,LAO,1984,,,,154,12186.4,20400,6201
Laos,LAO,1985,,,,193.2,14245,17800,5632.5
Laos,LAO,1986,,,,182,15845,19200,5570
Laos,LAO,1987,,,,196,15805.6,21200,6877.5
Laos,LAO,1988,,,,210,13230,19050,6032
Laos,LAO,1989,,,,250.6,14475,20600,7166
Laos,LAO,1990,,,,331.8,15720,20860,6946.5
Laos,LAO,1991,,,,278.6,18200,21487.47,7409
Laos,LAO,1992,,,,245,19360,22762.63,7920
Laos,LAO,1993,,,,287,20603,25485.43,8955.5
Laos,LAO,1994,,,,315,21716,27113.28,9514.5
Laos,LAO,1995,,,,313.6,28388,28816,10139
Laos,LAO,1996,,,,364,27663,29608,10732.5
Laos,LAO,1997,,,,378,29814,30514,11032.5
Laos,LAO,1998,,,,408.8,30957,31427,11292.5
Laos,LAO,1999,,,,441,37700,31600,10872.5
Laos,LAO,2000,,,,429.8,33000,27650,11925
Laos,LAO,2001,,,,480.2,34400,31550,13332.5
Laos,LAO,2002,,,,490,37550,31550,13307.5
Laos,LAO,2003,,,,527.8,39800,35500,17800
Laos,LAO,2004,,,,659.4,39535,37000,19430
Laos,LAO,2005,,,,735,40584,39000,19740
Laos,LAO,2006,,,,812,41282,43000,20540
Laos,LAO,2007,,,,1036,42230,46000,20300
Laos,LAO,2008,,,,1036,43530,50700,20860
Laos,LAO,2009,,,,1400,44250,54500,22045
Laos,LAO,2010,,,,1414,45220,59670.67,23900
Laos,LAO,2011,,,,1666,46480,58177.55,25452.5
Laos,LAO,2012,,,,1708,48970,60765.31,27007.85
Laos,LAO,2013,,,,1806,49370,64372.22,28599.02
Laos,LAO,2014,,,,1897.48,49491.31,69292.83,29817.05
Laos,LAO,2015,,,,2140.93,51288.57,73437.77,31144.27
Laos,LAO,2016,,,,2185.81,52634.38,83595.97,31638.06
Laos,LAO,2017,,,,2297.88,54397.06,87385.3,33149.4
Laos,LAO,2018,,,,2414.84,56157.32,86293.89,34413.58
Laos,LAO,2019,,,,2547.26,57859.59,93111.63,38831.72
Laos,LAO,2020,,,,2696.65,59802.9,98235.54,41361.61
Laos,LAO,2021,,,,2835.28,62036.14,97675.86,42593.64
Laos,LAO,2022,,,,3007.3,63915.72,100447.77,44323.37
Laos,LAO,2023,,,,3151.47,66296.59,103454.45,46103.25
Latvia,LVA,1992,,700,,3900,119600,100500,21100
Latvia,LVA,1993,,600,,3800,107000,68100,12700
Latvia,LVA,1994,,200,,2200,68100,53800,11400
Latvia,LVA,1995,,100,,1100,48000,62600,10800
Latvia,LVA,1996,,100,,725,26500,39500,8662
Latvia,LVA,1997,,200,,412,25504,37053,7613
Latvia,LVA,1998,,100,,337,25837,36482,7865
Latvia,LVA,1999,,51,,263,22520,34617,6254
Latvia,LVA,2000,,78,,388,22342,31541,7229
Latvia,LVA,2001,,119,,298,19044,31648,8895
Latvia,LVA,2002,,85,,275,16043,35891,10642
Latvia,LVA,2003,,41,,318,21193,36905,12445
Latvia,LVA,2004,,65,,304,21587,36808,14265
Latvia,LVA,2005,,82,,350,20444,38450,17203
Latvia,LVA,2006,,85,,383,20684,37812,20608
Latvia,LVA,2007,,101,,424,22755,40433,20551
Latvia,LVA,2008,,104,,628,21445,40733,23077
Latvia,LVA,2009,,93,,589,20452,38846,23168
Latvia,LVA,2010,,93,,592,18414,37175,23484
Latvia,LVA,2011,,146,,671,18015,37562,22950
Latvia,LVA,2012,,118,,679,17312,35726,24630
Latvia,LVA,2013,,84,,675,16688,35924,26830
Latvia,LVA,2014,,85,,676,17659,37037,28700
Latvia,LVA,2015,,78,,805,18769,35940,29523
Latvia,LVA,2016,,81,,896,19468,36377,29971
Latvia,LVA,2017,,80,,870,18450,38073,33393
Latvia,LVA,2018,,50,,990,17480,38850,33190
Latvia,LVA,2019,,60,,1020,16370,40680,
Latvia,LVA,2020,,,,1030,16030,37260,
Latvia,LVA,2021,,,,850,17040,37850,35100
Latvia,LVA,2022,,,,850,15940,38720,36580
Latvia,LVA,2023,,,,860,17960,33320,37080
Least Developed Countries (FAO),,1961,187010,5723.4,46261.3,548031.75,1187172.1,147211.69,208159.08
Least Developed Countries (FAO),,1962,189190,5954.45,47733.84,565502.06,1211355.8,152719.36,220246.14
Least Developed Countries (FAO),,1963,195320,6339.95,51592.76,571484.94,1246416.2,164675.23,231021.1
Least Developed Countries (FAO),,1964,200040,7151.35,50336.95,588204.06,1278438.2,180282.81,244955.69
Least Developed Countries (FAO),,1965,206130,7488.8,50878.5,602145.25,1291823.2,191657.22,261340.9
Least Developed Countries (FAO),,1966,206970,7908.85,59204.75,619835.25,1376250.1,205371.38,285797.9
Least Developed Countries (FAO),,1967,211220,8024.95,61306.75,643960.75,1433125.4,223706.72,308359.47
Least Developed Countries (FAO),,1968,213440,8476.5,70226.15,667974.44,1482253.4,227055.25,322681.75
Least Developed Countries (FAO),,1969,214510,8540.9,66877.3,665586.6,1504549.6,244785.03,349048.72
Least Developed Countries (FAO),,1970,216540,8854.45,67252.75,675351.6,1532661.5,256288.27,374313.2
Least Developed Countries (FAO),,1971,219640,9185.65,69586.75,672311.5,1481039.8,267301.9,379671.5
Least Developed Countries (FAO),,1972,221350,9304.8,71731,652439.9,1473701.9,271692.38,380498.1
Least Developed Countries (FAO),,1973,224510,8953.85,70183.75,653959.2,1472185.8,271354.34,383094.53
Least Developed Countries (FAO),,1974,229230,9194.45,69247.75,653966.2,1502999,262462.38,381597.16
Least Developed Countries (FAO),,1975,233260,9496.5,70817.5,697053.9,1535369.6,262194.4,397282.7
Least Developed Countries (FAO),,1976,232070,9806,71141.1,753215.3,1580890.9,264350.56,411599.97
Least Developed Countries (FAO),,1977,238070,10061.4,72287.75,782857.25,1630444,264873.56,422171.8
Least Developed Countries (FAO),,1978,238430,10428.5,73216.75,807667.75,1764175,273915.38,457664.38
Least Developed Countries (FAO),,1979,243350,10378.7,73442.5,823176.7,1773351.2,279283.78,477876.7
Least Developed Countries (FAO),,1980,247750,10301.5,85776.1,844668.56,1758187,287084.78,465745.56
Least Developed Countries (FAO),,1981,250850,10296.25,81996.3,855183.06,1848878,298960.78,491257
Least Developed Countries (FAO),,1982,255950,10083.75,80783.05,848884.2,1891847,319913.97,525110.9
Least Developed Countries (FAO),,1983,259550,10366.45,76497.45,856725.7,1904162,333651.2,551437.2
Least Developed Countries (FAO),,1984,263300,9523.6,78243.9,838869.4,1942812.6,355537.78,567671.3
Least Developed Countries (FAO),,1985,267700,10501.78,78454.64,841971.75,2001743.2,364555.1,627735.2
Least Developed Countries (FAO),,1986,272200,10447.67,82220.87,837033.2,2062527.5,379183.84,653072.6
Least Developed Countries (FAO),,1987,277850,10760.75,86321.15,873269.25,1956418.6,406537.5,663619.3
Least Developed Countries (FAO),,1988,283350,11436.08,88349.45,917594.5,2008339,416631.25,715631.8
Least Developed Countries (FAO),,1989,289800,12131.9,97486.82,958223.4,2078282,440522.25,662696.4
Least Developed Countries (FAO),,1990,294700,12838.77,104035.08,986800.94,2117606.8,480399.25,657264.7
Least Developed Countries (FAO),,1991,289343.16,13108.85,100182.72,952364.8,2001979,512526.4,745638.9
Least Developed Countries (FAO),,1992,249580.42,13152.2,108966.54,968219.1,2030648.5,566564.44,782463.56
Least Developed Countries (FAO),,1993,301181.47,13377.27,112041.61,932109.5,2071836.1,603708.25,773471.25
Least Developed Countries (FAO),,1994,307189.38,13633.05,123774.54,978615.5,2095814.2,637030.44,791217.25
Least Developed Countries (FAO),,1995,312772.4,13821.26,134293.94,1029455.75,2156697.5,684170.7,822769.06
Least Developed Countries (FAO),,1996,318075.94,14081.02,143349.06,1078941.2,2250050.8,708195.75,846366.94
Least Developed Countries (FAO),,1997,321812.88,14223.45,150704.84,1157787.8,2330793.5,759894.6,891290.8
Least Developed Countries (FAO),,1998,329017.38,14381.74,162845.88,1271789,2417640,779679.9,933123.2
Least Developed Countries (FAO),,1999,328240.28,14561.09,162158.27,1335487.1,2541848.5,816032.6,991634.8
Least Developed Countries (FAO),,2000,332147.66,14963.98,166639.95,1323718.2,2484725.2,853642.3,1072124.2
Least Developed Countries (FAO),,2001,337589.12,15884.6,173684.34,1360856.8,2531356.5,895626.2,1175139.5
Least Developed Countries (FAO),,2002,342238.56,16093.45,173124.06,1377526.9,2669843,944580.06,1257901.6
Least Developed Countries (FAO),,2003,345795.8,16463.08,185497.66,1419352.4,2748855,1024030.44,1410420.2
Least Developed Countries (FAO),,2004,350833.44,16747.52,187972.55,1475775.8,2795967.2,1098541.2,1510455.1
Least Developed Countries (FAO),,2005,356408.66,16799.51,161705.78,1573378.5,2936540,1211656.6,1656907.1
Least Developed Countries (FAO),,2006,358615.8,16281.99,198724.73,1591033.6,3014600,1254967.6,1747504
Least Developed Countries (FAO),,2007,366248.94,16954.22,208738.33,1641653.6,3050823.5,1320402.2,1889722.2
Least Developed Countries (FAO),,2008,375443.78,17482.09,233648.81,1687165.8,3182941.2,1420497.2,2007975.9
Least Developed Countries (FAO),,2009,382473.66,17709.85,233442.69,1734485.6,3299741,1504321.4,2223640.2
Least Developed Countries (FAO),,2010,390687.66,17498.99,249114.03,1871037.2,3499805.8,1562972.6,2403744.2
Least Developed Countries (FAO),,2011,399996.25,17707.54,258815.88,1973926.5,3600151,1644844.2,2554638
Least Developed Countries (FAO),,2012,405160.03,17818.88,265160.38,1974157.9,3758979.8,1762383,2708662.5
Least Developed Countries (FAO),,2013,406954.1,17819.98,264394.44,2030297.5,3854610.2,1878984.5,2901864.2
Least Developed Countries (FAO),,2014,410568.25,17637.9,268454.5,2102922.2,3905973.5,2029566,3114164
Least Developed Countries (FAO),,2015,418488.34,17475.99,270718.03,2172654.2,3948319.8,2086948.4,3328652
Least Developed Countries (FAO),,2016,418636.88,17947.89,268815.25,2208717.2,4020667.2,2146754,3384556.5
Least Developed Countries (FAO),,2017,424693.3,17973.06,272870.84,2218536,4226420,2259619,3512669.5
Least Developed Countries (FAO),,2018,429738.78,17422.23,280742.88,2205660,4001674.8,1731631.4,2435707.2
Least Developed Countries (FAO),,2019,432590.4,17664.69,286058.16,2326077.5,4148673.5,1721068.2,2486427.2
Least Developed Countries (FAO),,2020,432288.88,17542.65,290224.62,2380456,4161554.8,1759578.9,2782228.5
Least Developed Countries (FAO),,2021,436406.72,17753.23,288983.8,2382433.5,4184478,1746597.6,2821274
Least Developed Countries (FAO),,2022,439818.88,17941.79,288149.34,2423960.5,4248696.5,1895297.2,2871196
Least Developed Countries (FAO),,2023,443295.94,17848.16,288457,2467319.5,4313348.5,1847011.9,2888618.2
Lebanon,LBN,1961,,,,18890,14580,302.5,6258
Lebanon,LBN,1962,,,,21132,17820,302.5,10151
Lebanon,LBN,1963,,,,19850,23760,302.5,10624
Lebanon,LBN,1964,,,,22242,16470,302.5,12528
Lebanon,LBN,1965,,,,20518,16740,407,14956
Lebanon,LBN,1966,,,,22522,12825,407,18400
Lebanon,LBN,1967,,,,17564,12690,407,16177
Lebanon,LBN,1968,,,,19690,15525,605,17820
Lebanon,LBN,1969,,,,16290,14310,605,18300
Lebanon,LBN,1970,,,,18524,11340,715,18900
Lebanon,LBN,1971,,,,16920,12825,605,19400
Lebanon,LBN,1972,,,,15630,10125,550,21500
Lebanon,LBN,1973,,,,12670,8100,770,22322
Lebanon,LBN,1974,,,,11150,6075,715,24870
Lebanon,LBN,1975,,,,6210,2160,770,22200
Lebanon,LBN,1976,,,,5814,1755,660,8650
Lebanon,LBN,1977,,,,10340,16335,990,12000
Lebanon,LBN,1978,,,,9430,6885,660,19200
Lebanon,LBN,1979,,,,10276,11475,605,42570
Lebanon,LBN,1980,,,,9651.91,11874.6,660,47410
Lebanon,LBN,1981,,,,10943,14310,715,47300
Lebanon,LBN,1982,,,,10617,15525,825,53130
Lebanon,LBN,1983,,,,12858,16875,1045,52470
Lebanon,LBN,1984,,,,11354,16605,1430,51150
Lebanon,LBN,1985,,,,8404,18765,1870,51700
Lebanon,LBN,1986,,,,7736,15660,2475,55000
Lebanon,LBN,1987,,,,7316,13230,3575,58000
Lebanon,LBN,1988,,,,12298,15390,3465,60000
Lebanon,LBN,1989,,,,10080,15120,3575,57885
Lebanon,LBN,1990,,,,8710,9585,3740,56000
Lebanon,LBN,1991,,,,10954,6885,3850,55000
Lebanon,LBN,1992,,,,11310,27810,4290,54833
Lebanon,LBN,1993,,,,15214,28215,5280,56000
Lebanon,LBN,1994,,,,16320,24300,4950,59500
Lebanon,LBN,1995,,,,10518,17685,4400,58000
Lebanon,LBN,1996,,,,13637,10495,3850,58163
Lebanon,LBN,1997,,,,10418.4,44200,2750,81300
Lebanon,LBN,1998,,,,8615.6,30760,3300,87500
Lebanon,LBN,1999,,,,8939.8,51480,2500,90100
Lebanon,LBN,2000,,,,8545.8,57600,2400,105000
Lebanon,LBN,2001,,,,20252.14,42903,2200,109000
Lebanon,LBN,2002,,,,16789,54600,1900,116200
Lebanon,LBN,2003,,,,17585.8,55566,1300,119400
Lebanon,LBN,2004,,,,14647,52857,1200,129200
Lebanon,LBN,2005,,,,10972.4,61467,1100,122400
Lebanon,LBN,2006,,,,9903.2,51943.5,1000,132100
Lebanon,LBN,2007,,,,12139.6,46530.96,900,135200
Lebanon,LBN,2008,,,,13470,46620,863.5,136000
Lebanon,LBN,2009,,,,16368.38,61567.8,800,129880
Lebanon,LBN,2010,,,,13550.12,45764,770,80000
Lebanon,LBN,2011,,,,12084.25,44689,759,95000
Lebanon,LBN,2012,,,,10546.8,44107,770,100000
Lebanon,LBN,2013,,,,11111.88,47545,784.15,85106.38
Lebanon,LBN,2014,,,,10820.07,45607.97,803.23,93999.63
Lebanon,LBN,2015,,,,9888.54,47270.75,789.75,108557.69
Lebanon,LBN,2016,,,,8195.17,42823.42,764.11,125242
Lebanon,LBN,2017,,,,7290.93,46683.99,731.47,131136
Lebanon,LBN,2018,,,,8593.13,49523.36,750.07,137750
Lebanon,LBN,2019,,,,8225.38,47320,740.52,125570
Lebanon,LBN,2020,,,,8093.62,44270,687.01,126010
Lebanon,LBN,2021,,,,8017.03,45510,738.67,114000
Lebanon,LBN,2022,,,,7936.01,47371.04,742.94,112059.04
Lebanon,LBN,2023,,,,7860.76,45542.7,747.21,121706.9
Lesotho,LSO,1961,2690,,,3231.52,8270.25,1632,456.8
Lesotho,LSO,1962,2730,,,3761.05,8514.3,1689,472
Lesotho,LSO,1963,2780,,,3813.58,8273.25,1740,488
Lesotho,LSO,1964,2820,,,3621.63,6414,1788,502.4
Lesotho,LSO,1965,2860,,,3872.42,7627.2,1824,518.4
Lesotho,LSO,1966,2910,,,3810.22,4597.8,1860,464
Lesotho,LSO,1967,2960,,,4119.86,6173.25,1920,576
Lesotho,LSO,1968,3020,,,3405.52,5721.6,1950,606.4
Lesotho,LSO,1969,3070,,,3732.6,6523.8,1980,640
Lesotho,LSO,1970,3130,,,4304.71,8321.1,1980.8,672
Lesotho,LSO,1971,3190,,,4437,8400,2050,720
Lesotho,LSO,1972,3250,,,4604,8550,2200,720
Lesotho,LSO,1973,3310,,,4736,9000,2300,736
Lesotho,LSO,1974,3380,,,4900,9300,2350,736
Lesotho,LSO,1975,3450,,,4980,9000,2450,736
Lesotho,LSO,1976,3500,,,4440,8700,2500,744
Lesotho,LSO,1977,3500,,,4620,9000,2550,744
Lesotho,LSO,1978,3500,,,4960,9750,2600,744
